sourceName,double,speed,length
Healthy,0.296,1.185576235,17.71653543
Healthy,0.296,2.751431639,24.40944882
Healthy,0.293,2.661954188,25.59055118
Healthy,0.316,1.051360057,17.71653543
Healthy,0.296,1.968503937,21.25984252
Healthy,0.29,1.207945598,18.11023622
Healthy,0.261,1.275053686,19.29133858
Healthy,0.304,2.68432355,23.22834646
Healthy,0.32,3.019863994,28.34645669
Healthy,0.288,2.460629921,23.62204724
Healthy,0.283,1.811918397,21.65354331
Healthy,0.303,2.639584825,24.01574803
Healthy,0.274,2.125089477,20.47244094
Healthy,0.308,1.498747316,14.56692913
Healthy,0.292,2.818539728,24.01574803
Healthy,0.273,1.543486042,17.71653543
Healthy,0.305,2.438260558,25.59055118
Healthy,0.355,2.550107373,22.44094488
Healthy,0.29,2.661954188,24.80314961
Healthy,0.316,3.556728704,30.31496063
Healthy,0.313,2.304044381,22.44094488
Healthy,0.337,2.840909091,24.80314961
Healthy,0.306,1.275053686,19.29133858
Healthy,0.314,2.057981389,20.86614173
Healthy,0.278,2.438260558,23.22834646
Healthy,0.234,2.304044381,21.25984252
Healthy,0.27,2.751431639,25.98425197
Healthy,0.245,2.639584825,27.95275591
Healthy,0.261,2.90801718,25.19685039
Healthy,0.282,1.968503937,20.07874016
Healthy,0.232,2.259305655,22.04724409
Healthy,0.252,2.661954188,23.62204724
Healthy,0.265,2.102720115,21.25984252
Healthy,0.27,2.594846099,24.01574803
Healthy,0.262,2.505368647,24.01574803
Healthy,0.258,2.192197566,21.65354331
Healthy,0.271,2.214566929,21.25984252
Healthy,0.265,2.37115247,22.44094488
Healthy,0.264,1.677702219,19.29133858
Healthy,0.258,2.192197566,21.65354331
Healthy,0.24,2.415891195,22.83464567
Healthy,0.296,3.400143164,28.34645669
Healthy,0.297,2.348783107,22.83464567
Healthy,0.298,1.789549034,19.68503937
Healthy,0.285,2.930386543,28.34645669
Healthy,0.305,3.086972083,27.95275591
Healthy,0.299,2.214566929,22.04724409
Healthy,0.305,3.176449535,28.74015748
Healthy,0.348,2.326413744,21.25984252
Healthy,0.302,2.773801002,25.59055118
Healthy,0.302,3.355404438,28.34645669
Healthy,0.301,1.968503937,21.25984252
Healthy,0.314,1.342161775,19.29133858
Healthy,0.249,2.572476736,25.19685039
Healthy,0.296,2.169828203,21.25984252
Healthy,0.305,2.013242663,21.65354331
Healthy,0.291,1.923765211,16.92913386
Healthy,0.295,1.879026485,22.04724409
Healthy,0.32,2.304044381,24.80314961
Healthy,0.333,1.655332856,22.04724409
Healthy,0.355,2.035612026,22.04724409
Healthy,0.355,3.154080172,29.13385827
Healthy,0.31,3.825161059,33.85826772
Healthy,0.3,2.997494631,27.95275591
Healthy,0.276,3.511989979,32.28346457
Healthy,0.288,3.221188261,28.34645669
Healthy,0.272,2.930386543,25.59055118
Healthy,0.291,3.646206156,31.88976378
Healthy,0.309,3.265926986,28.74015748
Healthy,0.326,2.952755906,25.59055118
Healthy,0.3,2.863278454,27.16535433
Healthy,0.3,3.355404438,29.52755906
Healthy,0.295,2.773801002,24.01574803
Healthy,0.29,2.885647817,25.19685039
Healthy,0.334,3.086972083,26.77165354
Healthy,0.289,2.952755906,25.98425197
Healthy,0.283,2.773801002,23.62204724
Healthy,0.29,3.333035075,27.55905512
Healthy,0.291,2.013242663,19.68503937
Healthy,0.279,3.019863994,25.59055118
Healthy,0.295,2.460629921,21.65354331
Healthy,0.291,2.818539728,25.98425197
Healthy,0.306,2.326413744,27.55905512
Healthy,0.292,2.594846099,22.44094488
Healthy,0.293,2.259305655,23.62204724
Healthy,0.299,1.521116679,18.8976378
Healthy,0.29,2.013242663,20.47244094
Healthy,0.27,1.230314961,18.50393701
Healthy,0.259,1.252684324,18.50393701
Healthy,0.301,2.169828203,21.25984252
Healthy,0.294,2.773801002,27.16535433
Healthy,0.296,2.169828203,20.86614173
Healthy,0.301,2.080350752,21.65354331
Healthy,0.317,3.735683608,32.67716535
Healthy,0.287,2.192197566,24.01574803
Healthy,0.319,2.013242663,19.68503937
Healthy,0.349,2.773801002,31.49606299
Healthy,0.306,2.057981389,21.25984252
Healthy,0.323,1.700071582,19.68503937
Healthy,0.306,1.61059413,19.68503937
Healthy,0.283,1.45400859,20.07874016
Healthy,0.295,1.364531138,20.47244094
Healthy,0.283,1.275053686,19.29133858
Healthy,0.272,1.319792412,20.07874016
Healthy,0.321,1.118468146,16.14173228
Healthy,0.272,1.230314961,18.8976378
Healthy,0.291,1.185576235,18.50393701
Healthy,0.292,1.856657122,20.47244094
Healthy,0.298,2.415891195,29.13385827
Healthy,0.292,2.818539728,25.19685039
Healthy,0.303,2.438260558,24.40944882
Healthy,0.286,2.796170365,25.19685039
Healthy,0.264,2.594846099,24.01574803
Healthy,0.301,1.9908733,20.47244094
Healthy,0.302,1.61059413,18.11023622
Healthy,0.27,1.946134574,20.07874016
Healthy,0.302,2.550107373,23.22834646
Healthy,0.292,2.393521832,22.83464567
Healthy,0.305,2.348783107,22.04724409
Healthy,0.254,1.319792412,18.50393701
Healthy,0.305,1.140837509,16.92913386
Healthy,0.267,2.90801718,25.59055118
Healthy,0.266,2.68432355,24.01574803
Healthy,0.279,2.773801002,25.19685039
Healthy,0.283,2.729062276,25.59055118
Healthy,0.275,3.06460272,27.16535433
Healthy,0.282,2.505368647,23.62204724
Healthy,0.274,2.505368647,22.83464567
Healthy,0.264,2.102720115,21.25984252
Healthy,0.272,2.639584825,25.59055118
Healthy,0.272,2.550107373,24.80314961
Healthy,0.274,2.37115247,24.01574803
Healthy,0.279,2.37115247,22.83464567
Healthy,0.267,3.042233357,25.98425197
Healthy,0.268,3.489620616,29.13385827
Healthy,0.271,2.236936292,22.83464567
Healthy,0.275,2.52773801,25.19685039
Healthy,0.234,2.37115247,22.83464567
Healthy,0.259,2.214566929,21.25984252
Healthy,0.277,1.879026485,20.47244094
Healthy,0.262,2.68432355,24.01574803
Healthy,0.269,2.505368647,26.37795276
Healthy,0.265,1.319792412,19.29133858
Healthy,0.259,1.565855404,18.11023622
Healthy,0.265,2.192197566,22.04724409
Healthy,0.255,2.125089477,27.95275591
Healthy,0.265,2.013242663,21.65354331
Healthy,0.261,2.68432355,24.80314961
Healthy,0.259,2.192197566,19.68503937
Healthy,0.261,2.796170365,25.98425197
Healthy,0.271,2.90801718,26.77165354
Healthy,0.299,1.655332856,16.92913386
Healthy,0.285,3.086972083,27.16535433
Healthy,0.347,2.796170365,26.77165354
Healthy,0.304,2.751431639,26.77165354
Healthy,0.245,2.482999284,24.40944882
Healthy,0.258,2.37115247,22.83464567
Healthy,0.257,1.521116679,19.29133858
Healthy,0.247,2.102720115,21.65354331
Healthy,0.285,2.751431639,25.59055118
Healthy,0.279,3.333035075,28.34645669
Healthy,0.255,2.348783107,24.40944882
Healthy,0.256,2.415891195,25.19685039
Healthy,0.293,3.377773801,33.85826772
Healthy,0.315,2.393521832,22.83464567
Healthy,0.295,2.438260558,22.83464567
Healthy,0.268,1.923765211,21.25984252
Healthy,0.266,3.914638511,33.85826772
Healthy,0.27,2.415891195,24.80314961
Healthy,0.273,3.556728704,30.70866142
Healthy,0.269,3.489620616,29.92125984
Healthy,0.255,3.109341446,27.55905512
Healthy,0.274,2.90801718,24.01574803
Healthy,0.275,3.333035075,29.92125984
Healthy,0.248,3.06460272,27.55905512
Healthy,0.259,3.265926986,29.13385827
Healthy,0.27,3.534359341,30.70866142
Healthy,0.299,3.400143164,29.52755906
Healthy,0.302,3.310665712,28.74015748
Healthy,0.305,3.333035075,28.74015748
Healthy,0.302,3.198818898,27.55905512
Healthy,0.299,3.556728704,30.31496063
Healthy,0.293,3.467251253,29.13385827
Healthy,0.293,2.885647817,24.80314961
Healthy,0.28,3.176449535,26.77165354
Healthy,0.295,3.780422334,31.88976378
Healthy,0.289,3.60146743,29.52755906
Healthy,0.304,3.042233357,27.55905512
Healthy,0.331,3.422512527,28.74015748
Healthy,0.285,3.333035075,28.74015748
Healthy,0.279,3.44488189,29.13385827
Healthy,0.28,3.646206156,30.70866142
Healthy,0.283,3.623836793,31.1023622
Healthy,0.297,3.802791696,31.49606299
Healthy,0.325,3.288296349,27.16535433
Healthy,0.284,3.60146743,29.92125984
Healthy,0.286,3.489620616,29.52755906
Healthy,0.311,3.556728704,29.52755906
Healthy,0.289,3.44488189,29.52755906
Healthy,0.275,2.326413744,23.62204724
Healthy,0.293,2.885647817,26.37795276
Healthy,0.35,2.169828203,21.25984252
Healthy,0.283,1.342161775,19.29133858
Healthy,0.302,2.102720115,21.65354331
Healthy,0.302,3.668575519,31.1023622
Healthy,0.307,3.489620616,30.31496063
Healthy,0.312,3.534359341,31.1023622
Healthy,0.286,3.467251253,29.52755906
Healthy,0.303,3.042233357,27.55905512
Healthy,0.285,3.109341446,29.52755906
Healthy,0.287,3.042233357,27.16535433
Healthy,0.333,3.288296349,29.13385827
Healthy,0.288,2.68432355,24.40944882
Healthy,0.312,2.37115247,25.19685039
Healthy,0.296,1.521116679,22.44094488
Healthy,0.283,2.639584825,25.59055118
Healthy,0.268,3.333035075,29.13385827
Healthy,0.276,3.534359341,30.31496063
Healthy,0.279,3.243557623,28.74015748
Healthy,0.272,3.176449535,27.16535433
Healthy,0.272,3.310665712,27.55905512
Healthy,0.246,3.534359341,28.74015748
Healthy,0.264,3.310665712,28.74015748
Healthy,0.271,3.06460272,25.59055118
Healthy,0.273,3.713314245,29.92125984
Healthy,0.272,3.579098067,30.31496063
Healthy,0.278,2.975125268,25.59055118
Healthy,0.284,2.214566929,22.04724409
Healthy,0.3,2.236936292,21.25984252
Healthy,0.314,2.415891195,23.62204724
Healthy,0.311,1.476377953,19.68503937
Healthy,0.334,2.281675018,23.62204724
Healthy,0.297,2.080350752,21.25984252
Healthy,0.282,2.594846099,24.01574803
Healthy,0.255,1.946134574,22.83464567
Healthy,0.234,2.37115247,22.04724409
Healthy,0.281,2.818539728,27.16535433
Healthy,0.253,2.751431639,24.40944882
Healthy,0.275,1.364531138,18.8976378
Healthy,0.248,2.393521832,22.83464567
Healthy,0.275,2.438260558,22.83464567
Healthy,0.282,2.214566929,22.44094488
Healthy,0.285,1.476377953,19.29133858
Healthy,0.274,2.706692913,26.37795276
Healthy,0.294,2.773801002,25.19685039
Healthy,0.292,3.06460272,33.46456693
Healthy,0.271,2.617215462,23.62204724
Healthy,0.259,2.52773801,24.40944882
Healthy,0.255,1.476377953,18.11023622
Healthy,0.251,2.393521832,22.44094488
Healthy,0.246,2.751431639,25.59055118
Healthy,0.233,1.968503937,20.07874016
Healthy,0.246,2.460629921,22.44094488
Healthy,0.25,2.90801718,27.55905512
Healthy,0.242,2.460629921,22.44094488
Healthy,0.258,1.252684324,16.92913386
Healthy,0.251,1.185576235,18.11023622
Healthy,0.244,2.773801002,24.80314961
Healthy,0.236,2.14745884,21.65354331
Healthy,0.24,2.304044381,24.40944882
Healthy,0.237,1.923765211,20.47244094
Healthy,0.239,2.057981389,21.25984252
Healthy,0.304,2.594846099,23.22834646
Healthy,0.296,2.348783107,25.98425197
Healthy,0.244,2.52773801,22.83464567
Healthy,0.27,2.482999284,22.83464567
Healthy,0.318,2.37115247,25.98425197
Healthy,0.268,2.952755906,26.37795276
Healthy,0.291,1.901395848,21.65354331
Healthy,0.28,1.834287759,18.11023622
Healthy,0.311,3.198818898,29.52755906
Healthy,0.289,2.840909091,29.13385827
Healthy,0.316,3.489620616,29.92125984
Healthy,0.293,3.265926986,28.34645669
Healthy,0.294,3.198818898,28.34645669
Healthy,0.319,3.377773801,29.92125984
Healthy,0.329,3.400143164,29.92125984
Healthy,0.282,3.959377237,33.46456693
Healthy,0.282,3.646206156,31.49606299
Healthy,0.306,3.467251253,31.1023622
Healthy,0.277,3.377773801,30.31496063
Healthy,0.326,3.377773801,29.52755906
Healthy,0.345,3.042233357,26.77165354
Healthy,0.301,2.415891195,23.62204724
Healthy,0.208,2.482999284,22.44094488
Healthy,0.298,2.080350752,19.68503937
Healthy,0.276,1.901395848,22.04724409
Healthy,0.21,2.035612026,19.68503937
Healthy,0.206,2.192197566,20.47244094
Healthy,0.21,2.236936292,22.83464567
Healthy,0.239,2.035612026,27.16535433
Healthy,0.241,1.319792412,18.8976378
Healthy,0.269,1.923765211,19.68503937
Healthy,0.271,2.482999284,24.40944882
Healthy,0.229,2.661954188,26.37795276
Healthy,0.214,2.68432355,25.98425197
Healthy,0.245,3.467251253,29.52755906
Healthy,0.265,3.869899785,32.28346457
Healthy,0.242,2.729062276,26.77165354
Healthy,0.207,3.109341446,27.95275591
Healthy,0.247,2.796170365,25.98425197
Healthy,0.279,3.489620616,30.31496063
Healthy,0.227,3.086972083,27.16535433
Healthy,0.222,3.06460272,26.77165354
Healthy,0.264,2.505368647,22.44094488
Healthy,0.259,2.639584825,27.55905512
Healthy,0.297,2.706692913,23.62204724
Healthy,0.287,2.102720115,19.29133858
Healthy,0.308,1.185576235,17.32283465
Healthy,0.259,1.185576235,18.11023622
Healthy,0.256,1.230314961,18.50393701
Healthy,0.276,1.118468146,18.11023622
Healthy,0.264,1.252684324,18.8976378
Healthy,0.212,2.751431639,25.19685039
Healthy,0.199,2.617215462,25.59055118
Healthy,0.21,2.14745884,23.62204724
Healthy,0.222,2.482999284,26.37795276
Healthy,0.224,2.438260558,26.37795276
Healthy,0.211,1.319792412,19.68503937
Healthy,0.316,3.086972083,26.77165354
Healthy,0.318,3.467251253,29.13385827
Healthy,0.272,3.400143164,28.74015748
Healthy,0.337,3.355404438,28.74015748
Healthy,0.283,3.355404438,28.74015748
Healthy,0.307,3.713314245,30.70866142
Healthy,0.287,3.400143164,28.74015748
Healthy,0.219,3.355404438,28.74015748
Healthy,0.299,3.377773801,28.74015748
Healthy,0.304,3.288296349,28.34645669
Healthy,0.264,3.377773801,28.74015748
Healthy,0.309,3.310665712,27.95275591
Healthy,0.296,3.221188261,26.77165354
Healthy,0.297,3.556728704,29.92125984
Healthy,0.319,3.579098067,30.31496063
Healthy,0.366,3.489620616,29.52755906
Healthy,0.309,3.288296349,27.55905512
Healthy,0.252,2.326413744,21.25984252
Healthy,0.26,2.035612026,19.29133858
Healthy,0.252,1.811918397,20.47244094
Healthy,0.25,1.297423049,20.47244094
Healthy,0.243,1.543486042,20.47244094
Healthy,0.245,2.214566929,21.65354331
Healthy,0.297,1.476377953,19.29133858
Healthy,0.28,2.438260558,22.44094488
Healthy,0.3,1.275053686,18.50393701
Healthy,0.301,1.319792412,19.29133858
Healthy,0.267,1.409269864,18.8976378
Healthy,0.278,2.639584825,23.22834646
Healthy,0.28,2.930386543,25.59055118
Healthy,0.301,1.879026485,20.86614173
Healthy,0.297,1.297423049,18.8976378
Healthy,0.301,1.811918397,18.11023622
Healthy,0.291,2.013242663,22.04724409
Healthy,0.313,2.863278454,25.98425197
Healthy,0.292,2.594846099,24.40944882
Healthy,0.278,2.68432355,26.77165354
Healthy,0.311,2.214566929,22.04724409
Healthy,0.315,2.639584825,23.62204724
Healthy,0.305,2.729062276,25.19685039
Healthy,0.293,1.834287759,20.07874016
Healthy,0.284,2.68432355,24.40944882
Healthy,0.288,2.550107373,25.19685039
Healthy,0.313,2.035612026,21.65354331
Healthy,0.304,2.169828203,21.65354331
Healthy,0.285,1.543486042,14.56692913
Healthy,0.305,1.789549034,20.07874016
Healthy,0.291,1.207945598,16.92913386
Healthy,0.278,1.230314961,15.7480315
Healthy,0.294,3.042233357,34.2519685
Healthy,0.246,2.840909091,24.40944882
Healthy,0.26,2.14745884,22.83464567
Healthy,0.304,2.14745884,20.86614173
Healthy,0.293,1.364531138,19.29133858
Healthy,0.288,1.9908733,22.04724409
Healthy,0.331,1.275053686,19.68503937
Healthy,0.297,2.214566929,21.25984252
Healthy,0.261,2.639584825,24.40944882
Healthy,0.311,1.655332856,16.53543307
Healthy,0.283,1.431639227,16.92913386
Healthy,0.281,2.192197566,22.44094488
Healthy,0.283,2.550107373,24.40944882
Healthy,0.32,3.713314245,31.1023622
Healthy,0.305,2.572476736,25.19685039
Healthy,0.313,2.348783107,20.47244094
Healthy,0.313,2.415891195,23.62204724
Healthy,0.317,2.348783107,24.01574803
Healthy,0.286,2.952755906,27.55905512
Healthy,0.27,3.780422334,32.28346457
Healthy,0.317,3.892269148,33.07086614
Healthy,0.286,3.892269148,32.67716535
Healthy,0.289,3.310665712,27.16535433
Healthy,0.317,3.176449535,25.98425197
Healthy,0.252,3.467251253,29.52755906
Healthy,0.257,3.176449535,27.55905512
Healthy,0.263,3.042233357,27.16535433
Healthy,0.334,3.556728704,29.92125984
Healthy,0.204,3.467251253,28.74015748
Healthy,0.26,3.60146743,31.1023622
Healthy,0.278,2.505368647,20.47244094
Healthy,0.271,3.198818898,26.37795276
Healthy,0.288,3.288296349,26.37795276
Healthy,0.272,2.706692913,22.44094488
Healthy,0.324,2.661954188,24.80314961
Healthy,0.258,3.802791696,31.88976378
Healthy,0.287,3.668575519,30.70866142
Healthy,0.281,3.265926986,26.77165354
Healthy,0.291,2.214566929,18.50393701
Healthy,0.368,2.080350752,20.86614173
Healthy,0.349,1.409269864,19.29133858
Healthy,0.295,2.169828203,22.44094488
Healthy,0.297,2.214566929,21.65354331
Healthy,0.272,3.176449535,30.31496063
Healthy,0.295,2.818539728,26.77165354
Healthy,0.294,2.796170365,27.95275591
Healthy,0.287,2.505368647,21.25984252
Healthy,0.294,2.281675018,22.83464567
Healthy,0.273,2.482999284,24.01574803
Healthy,0.296,2.460629921,23.22834646
Healthy,0.308,3.467251253,29.13385827
Healthy,0.308,3.579098067,29.13385827
Healthy,0.27,3.44488189,28.74015748
Healthy,0.289,3.355404438,29.13385827
Healthy,0.27,3.221188261,27.95275591
Healthy,0.268,3.579098067,30.31496063
Healthy,0.259,2.214566929,24.01574803
Healthy,0.301,2.326413744,24.01574803
Healthy,0.293,1.767179671,20.47244094
Healthy,0.296,3.042233357,30.31496063
Healthy,0.275,1.565855404,19.29133858
Healthy,0.298,2.818539728,24.40944882
Healthy,0.291,2.393521832,22.04724409
Healthy,0.312,2.035612026,23.22834646
Healthy,0.26,2.572476736,22.04724409
Healthy,0.303,2.192197566,24.01574803
Healthy,0.257,2.729062276,27.95275591
Healthy,0.296,4.160701503,34.2519685
Healthy,0.257,2.706692913,28.74015748
Healthy,0.264,2.14745884,26.77165354
Healthy,0.268,3.154080172,30.31496063
Healthy,0.267,1.722440945,16.14173228
Healthy,0.273,1.9908733,19.29133858
Healthy,0.261,1.163206872,19.29133858
Healthy,0.256,2.438260558,23.62204724
Healthy,0.272,1.163206872,17.32283465
Healthy,0.303,1.879026485,18.8976378
Healthy,0.289,1.163206872,18.11023622
Healthy,0.303,1.185576235,19.29133858
Healthy,0.278,1.700071582,18.11023622
Healthy,0.317,1.677702219,18.11023622
Healthy,0.306,2.885647817,27.16535433
Healthy,0.318,2.863278454,25.19685039
Healthy,0.28,2.975125268,26.37795276
Healthy,0.312,2.997494631,26.37795276
Healthy,0.299,3.154080172,27.95275591
Healthy,0.271,3.154080172,28.34645669
Healthy,0.324,2.080350752,17.32283465
Healthy,0.331,2.482999284,23.22834646
Healthy,0.306,1.297423049,20.86614173
Healthy,0.301,2.460629921,22.44094488
Healthy,0.31,2.236936292,24.01574803
Healthy,0.321,2.706692913,29.92125984
Healthy,0.302,2.415891195,21.65354331
Healthy,0.299,2.617215462,25.59055118
Healthy,0.3,3.131710809,29.13385827
Healthy,0.307,2.863278454,25.19685039
Healthy,0.313,1.968503937,20.07874016
Healthy,0.305,2.617215462,24.40944882
Healthy,0.315,2.192197566,20.47244094
Healthy,0.297,2.52773801,22.04724409
Healthy,0.303,2.37115247,24.01574803
Healthy,0.278,2.415891195,22.44094488
Healthy,0.265,2.102720115,22.44094488
Healthy,0.317,2.975125268,25.98425197
Healthy,0.272,2.550107373,25.19685039
Healthy,0.305,2.080350752,19.68503937
Healthy,0.278,2.14745884,20.86614173
Healthy,0.312,2.37115247,24.01574803
Healthy,0.358,2.169828203,20.47244094
Healthy,0.293,1.677702219,19.29133858
Healthy,0.286,2.169828203,20.07874016
Healthy,0.337,2.885647817,29.13385827
Healthy,0.306,2.840909091,25.98425197
Healthy,0.267,2.393521832,24.40944882
Healthy,0.288,2.393521832,23.22834646
Healthy,0.267,2.438260558,24.40944882
Healthy,0.283,1.9908733,20.07874016
Healthy,0.267,2.505368647,25.98425197
Healthy,0.284,1.632963493,16.14173228
Healthy,0.301,2.281675018,22.04724409
Healthy,0.307,2.52773801,25.98425197
Healthy,0.276,2.348783107,22.04724409
Healthy,0.32,3.60146743,31.1023622
Healthy,0.318,3.44488189,31.88976378
Healthy,0.271,3.265926986,30.70866142
Healthy,0.251,2.505368647,23.22834646
Healthy,0.263,2.505368647,22.44094488
Healthy,0.264,1.968503937,19.68503937
Healthy,0.257,2.214566929,20.47244094
Healthy,0.261,2.326413744,23.22834646
Healthy,0.235,1.923765211,21.65354331
Healthy,0.283,1.923765211,19.29133858
Healthy,0.257,2.639584825,23.22834646
Healthy,0.238,2.304044381,21.25984252
Healthy,0.239,2.236936292,22.83464567
Healthy,0.243,2.594846099,24.01574803
Healthy,0.255,2.348783107,21.25984252
Healthy,0.246,2.840909091,27.95275591
Healthy,0.302,2.840909091,25.98425197
Healthy,0.304,2.057981389,22.83464567
Healthy,0.274,2.214566929,23.22834646
Healthy,0.284,2.035612026,21.65354331
Healthy,0.298,1.879026485,21.25984252
Healthy,0.305,2.37115247,21.65354331
Healthy,0.264,2.057981389,22.04724409
Healthy,0.321,1.543486042,19.68503937
Healthy,0.255,2.125089477,18.8976378
Healthy,0.241,2.706692913,24.40944882
Healthy,0.267,2.52773801,27.55905512
Healthy,0.255,2.415891195,23.62204724
Healthy,0.258,2.594846099,25.19685039
Healthy,0.257,1.923765211,18.8976378
Healthy,0.237,2.057981389,21.25984252
Healthy,0.238,2.125089477,22.04724409
Healthy,0.259,3.042233357,31.49606299
Healthy,0.248,2.796170365,23.22834646
Healthy,0.258,1.9908733,20.47244094
Healthy,0.261,2.751431639,27.55905512
Healthy,0.263,2.52773801,24.01574803
Healthy,0.259,1.856657122,22.83464567
Healthy,0.248,2.729062276,26.77165354
Healthy,0.247,1.096098783,15.7480315
Healthy,0.246,2.281675018,22.44094488
Healthy,0.256,2.594846099,23.62204724
Healthy,0.258,2.348783107,22.83464567
Healthy,0.238,2.192197566,22.04724409
Healthy,0.235,1.700071582,18.11023622
Healthy,0.231,2.192197566,23.22834646
Healthy,0.239,2.14745884,20.86614173
Healthy,0.293,4.026485326,32.67716535
Healthy,0.288,3.042233357,25.98425197
Healthy,0.319,1.901395848,20.07874016
Healthy,0.308,2.438260558,24.80314961
Healthy,0.352,2.460629921,23.62204724
Healthy,0.308,2.348783107,23.22834646
Healthy,0.292,2.304044381,22.04724409
Healthy,0.289,1.275053686,18.11023622
Healthy,0.342,2.594846099,24.40944882
Healthy,0.329,1.61059413,16.53543307
Healthy,0.334,2.505368647,24.40944882
Healthy,0.301,2.304044381,22.83464567
Healthy,0.305,2.661954188,22.83464567
Healthy,0.363,2.438260558,23.62204724
Healthy,0.299,1.9908733,21.25984252
Healthy,0.313,2.125089477,21.25984252
Healthy,0.335,1.834287759,20.86614173
Healthy,0.281,1.185576235,17.71653543
Healthy,0.298,1.163206872,17.71653543
Healthy,0.32,1.163206872,17.71653543
Healthy,0.342,1.319792412,19.68503937
Healthy,0.313,1.968503937,20.47244094
Healthy,0.332,1.856657122,19.29133858
Healthy,0.241,2.617215462,26.77165354
Healthy,0.243,2.259305655,22.44094488
Healthy,0.22,2.550107373,23.22834646
Healthy,0.302,1.789549034,20.07874016
Healthy,0.324,2.035612026,19.68503937
Healthy,0.293,2.192197566,23.62204724
Healthy,0.325,2.169828203,22.04724409
Healthy,0.311,2.37115247,27.16535433
Healthy,0.282,2.393521832,25.59055118
Healthy,0.331,2.304044381,24.80314961
Healthy,0.293,1.230314961,19.29133858
Healthy,0.242,1.9908733,19.29133858
Healthy,0.235,1.342161775,18.11023622
Healthy,0.222,1.744810308,18.8976378
Healthy,0.225,2.460629921,22.44094488
Healthy,0.232,2.348783107,22.44094488
Healthy,0.22,2.52773801,23.62204724
Healthy,0.223,2.751431639,26.37795276
Healthy,0.238,2.460629921,24.01574803
Healthy,0.245,1.811918397,16.92913386
Healthy,0.276,2.259305655,22.04724409
Healthy,0.268,1.879026485,21.25984252
Healthy,0.249,3.243557623,28.34645669
Healthy,0.245,2.975125268,25.98425197
Healthy,0.247,2.572476736,24.01574803
Healthy,0.254,2.617215462,22.83464567
Healthy,0.268,2.281675018,21.65354331
Healthy,0.262,2.14745884,19.68503937
Healthy,0.255,2.505368647,24.80314961
Healthy,0.251,1.342161775,20.47244094
Healthy,0.259,1.856657122,19.68503937
Healthy,0.233,2.505368647,23.62204724
Healthy,0.298,1.185576235,17.32283465
Healthy,0.322,2.438260558,28.74015748
Healthy,0.28,2.080350752,22.44094488
Healthy,0.282,2.348783107,21.25984252
Healthy,0.288,1.565855404,19.68503937
Healthy,0.292,2.013242663,21.65354331
Healthy,0.232,3.780422334,40.94488189
Healthy,0.267,2.639584825,24.01574803
Healthy,0.266,2.415891195,21.65354331
Healthy,0.24,2.348783107,22.83464567
Healthy,0.321,1.9908733,22.04724409
Healthy,0.265,2.192197566,23.22834646
Healthy,0.326,2.706692913,31.49606299
Healthy,0.313,1.386900501,18.8976378
Healthy,0.326,1.677702219,18.8976378
Healthy,0.351,1.655332856,20.47244094
Healthy,0.264,1.498747316,20.47244094
Healthy,0.346,1.45400859,20.07874016
Healthy,0.241,2.415891195,23.22834646
Healthy,0.264,2.214566929,22.04724409
Healthy,0.287,3.310665712,29.92125984
Healthy,0.27,2.482999284,22.04724409
Healthy,0.29,3.355404438,29.92125984
Healthy,0.283,2.550107373,26.37795276
Healthy,0.264,3.265926986,28.34645669
Healthy,0.247,3.265926986,28.34645669
Healthy,0.265,2.706692913,24.40944882
Healthy,0.271,2.729062276,24.80314961
Healthy,0.273,2.706692913,23.22834646
Healthy,0.275,2.594846099,22.83464567
Healthy,0.28,2.550107373,22.04724409
Healthy,0.245,3.556728704,29.13385827
Healthy,0.27,3.109341446,27.95275591
Healthy,0.323,2.281675018,23.62204724
Healthy,0.297,2.37115247,23.22834646
Healthy,0.285,2.125089477,23.22834646
Healthy,0.303,2.68432355,26.77165354
Healthy,0.265,2.013242663,21.65354331
Healthy,0.271,2.572476736,24.40944882
Healthy,0.309,2.080350752,19.29133858
Healthy,0.256,2.482999284,24.40944882
Healthy,0.342,1.811918397,21.25984252
Healthy,0.295,3.042233357,24.80314961
Healthy,0.271,2.259305655,24.01574803
Healthy,0.267,2.460629921,23.22834646
Healthy,0.234,3.109341446,33.85826772
Healthy,0.261,2.080350752,21.25984252
Healthy,0.224,1.789549034,20.47244094
Healthy,0.27,2.482999284,24.40944882
Healthy,0.235,2.236936292,21.65354331
Healthy,0.27,2.460629921,26.37795276
Healthy,0.265,1.9908733,20.86614173
Healthy,0.27,2.37115247,22.83464567
Healthy,0.28,2.706692913,25.98425197
Healthy,0.266,2.460629921,22.04724409
Healthy,0.306,2.236936292,22.04724409
Healthy,0.268,2.192197566,20.86614173
Healthy,0.268,1.968503937,22.83464567
Healthy,0.341,2.304044381,22.83464567
Healthy,0.308,2.773801002,24.40944882
Healthy,0.276,2.057981389,21.25984252
Healthy,0.273,1.9908733,20.47244094
Healthy,0.29,1.834287759,20.47244094
Healthy,0.254,1.252684324,15.35433071
Healthy,0.311,1.588224767,19.29133858
Healthy,0.283,2.169828203,20.47244094
Healthy,0.312,2.438260558,23.62204724
Healthy,0.285,2.37115247,22.44094488
Healthy,0.26,2.460629921,22.04724409
Healthy,0.288,2.52773801,24.80314961
Healthy,0.318,3.176449535,29.13385827
Healthy,0.311,3.176449535,27.95275591
Healthy,0.308,2.057981389,20.47244094
